일자,시가,고가,저가,종가,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2018-12-11,"40,600","40,700","40,200","40,250","10,638,766","429,054",0.09,"213,046","-606,101","98,649","-183,780","323,834",51.86
2018-12-10,"40,450","40,650","40,000","40,200","14,892,263","598,917",0.09,"1,817,928","941,169","-5,089,822","-2,927,591","-1,032,281",51.85
2018-12-07,"40,900","41,400","40,850","40,950","11,433,083","469,836",0.09,"143,162","-384,536","-581,731","1,143,041","-311,463",51.93
2018-12-06,"40,600","41,100","40,450","40,500","14,251,826","579,350",0.09,"4,458,973","780,991","-6,202,842","-4,606,490","-1,894,759",51.94
2018-12-05,"40,900","41,750","40,850","41,450","12,631,983","522,455",0.07,"2,833,784","1,769,825","-5,120,800","-4,905,335","-544,690",52.04
2018-12-04,"42,650","42,900","41,900","42,150","14,347,746","605,987",0.08,"3,966,773","-1,776,934","-2,998,508","-1,642,539","-1,213,779",52.12
2018-12-03,"42,750","43,400","42,400","43,250","12,110,702","521,014",0.07,"-2,322,849","-1,025,629","3,417,910","1,743,942","1,575,336",52.17
2018-11-30,"43,450","44,000","41,750","41,850","19,775,519","838,775",0.07,"3,532,824","-1,829,036","-1,853,982","-3,286,812","-1,200,637",52.11
2018-11-29,"43,850","43,850","42,900","43,150","8,473,511","367,283",0.07,"-172,068","-8,314","-135,100","186,394","319,587",52.14
2018-11-28,"42,800","43,200","42,750","43,150","6,943,099","298,451",0.07,"-332,647","717,269","-576,997","679,694","209,117",52.14
2018-11-27,"42,900","43,100","42,500","43,050","8,367,091","358,411",0.08,"-310,325","-884,591","507,131","2,455,329","296,222",52.15
2018-11-26,"42,150","42,800","42,100","42,600","6,613,009","281,293",0.07,"-416,023","2,181,935","-2,467,635","-1,391,636","-560,488",52.14
2018-11-23,"42,450","42,600","41,900","42,400","5,192,638","219,016",0.08,"262,035","-555,988","-501,298","652,790","115,950",52.18
2018-11-22,"42,000","42,650","42,000","42,450","5,970,796","253,026",0.07,"-528,151","669,522","-1,119,374","323,556","-500,670",52.19
2018-11-21,"41,800","42,300","41,800","42,100","10,769,589","452,949",0.07,"1,540,087","1,732,590","-3,078,180","-1,940,581","-1,823,878",52.21
2018-11-20,"42,450","43,000","42,100","42,800","9,420,664","402,663",0.07,"653,805","1,139,396","-2,765,355","-555,401","-217,016",52.26
2018-11-19,"44,050","44,250","43,450","43,650","7,538,720","329,485",0.07,"212,629","389,064","-1,122,703","-454,120","251,768",52.3
2018-11-16,"44,600","44,750","43,700","44,000","7,777,124","343,559",0.07,"316,356","-466,955","-518,613","1,182,060","-205,667",52.32
2018-11-15,"44,050","44,350","43,500","44,250","5,864,067","258,043",0.07,"-146,662","633,166","-633,488","462,750","-528,407",52.32
2018-11-14,"44,500","44,500","43,800","44,100","6,783,344","298,840",0.07,"83,248","395,110","-942,360","-232,767","645,593",52.33
2018-11-13,"43,900","44,500","43,400","44,500","9,311,126","410,327",0.08,"489,161","1,408,316","-2,935,658","-1,581,639","223,767",52.35
2018-11-12,"43,850","45,250","43,700","45,200","8,552,566","383,763",0.08,"-2,842,569","1,058,406","1,863,507","1,723,596","579,800",52.4
2018-11-09,"44,450","44,850","43,900","44,300","7,318,500","324,257",0.07,"-205,959","-695,425","893,010","938,888","219,749",52.37
2018-11-08,"44,900","45,050","44,050","44,050","12,617,397","562,057",0.08,"-548,186","-735,490","1,287,079","1,724,952","1,176,071",52.35
2018-11-07,"43,600","44,500","43,400","44,000","11,553,998","508,909",0.09,"-1,859,806","1,320,324","507,497","1,153,020","2,123,017",52.33
2018-11-06,"43,750","43,800","42,950","43,750","7,713,625","335,006",0.09,"89,902","-435,917","344,921","558,408","1,135,505",52.32
2018-11-05,"43,750","43,800","42,900","43,800","9,426,777","409,145",0.09,"214,624","-1,996,695","1,780,235","1,823,921","796,928",52.32
2018-11-02,"43,050","44,250","42,800","44,150","16,517,112","716,243",0.09,"-2,352,194","-978,915","3,341,737","5,578,258","3,988,553",52.29
2018-11-01,"42,450","42,950","42,150","42,150","13,423,132","570,459",0.09,"571,734","-2,058,884","1,882,751","3,166,390","948,670",52.24
2018-10-31,"42,900","43,350","41,700","42,400","17,621,480","747,033",0.09,"1,675,057","-2,462,736","563,443","400,151","2,527,757",52.21
2018-10-30,"41,400","43,000","41,000","42,350","14,205,190","604,196",0.09,"-1,359,669","2,678,505","-1,326,475","-606,856","357,257",52.2
2018-10-29,"40,850","41,950","40,550","41,400","14,460,521","597,886",0.09,"-2,507,739","4,359,252","-1,676,061","-1,755,274","1,431,470",52.22
2018-10-26,"41,100","41,300","40,400","41,000","14,413,864","589,371",0.09,"275,942","1,510,898","-1,814,537","-1,267,733","1,341,927",52.25
2018-10-25,"40,600","41,550","40,550","41,000","19,338,170","793,656",0.09,"1,350,516","5,246,328","-6,613,551","-1,322,842","-345,649",52.28
2018-10-24,"43,050","43,100","42,250","42,550","13,522,825","575,195",0.09,"-576,817","4,017,269","-3,371,333","-1,339,712","-170,292",52.38
2018-10-23,"43,300","43,450","42,550","43,050","9,531,231","410,359",0.09,"1,345,686","-155,788","-1,314,461","-1,355,269","-518,921",52.43
2018-10-22,"43,450","43,950","43,200","43,550","8,357,648","364,048",0.09,"400,057","249,017","-379,278","52,433","1,979,116",52.45
2018-10-19,"43,900","44,150","43,450","43,900","7,842,520","343,941",0.09,"690,296","577,241","-1,278,687","-456,504","-43,808",52.46
2018-10-18,"43,950","44,450","43,700","44,050","8,347,725","368,460",0.09,"-211,934","-1,360,534","1,559,598","1,330,326","1,173,696",52.48
2018-10-17,"44,150","44,500","44,000","44,150","8,306,193","367,501",0.09,"-569,877","78,141","1,009,970","197,959","-311,949",52.45
2018-10-16,"43,700","44,150","43,350","43,600","6,825,677","298,410",0.09,"568,519","-695,783","633,361","-303,952","-53,201",52.44
2018-10-15,"44,050","44,050","43,350","43,800","7,434,522","324,350",0.09,"875,313","-1,460,858","1,697,969","451,616","533,715",52.43
2018-10-12,"43,200","44,650","43,200","44,000","12,640,906","555,819",0.08,"-898,566","-583,657","1,551,616","920,714","5,247",52.4
2018-10-11,"44,000","44,650","43,100","43,100","19,324,537","844,344",0.08,"4,013,921","2,127,126","-6,111,032","-4,883,093","-3,909,848",52.38
2018-10-10,"45,250","45,500","44,500","45,300","10,341,349","467,913",0.08,"-1,139,009","805,478","517,470","675,994","-193,724",52.47
2018-10-08,"44,200","45,200","44,200","44,950","6,759,464","303,660",0.08,"-161,343","258,139","-553,506","122,827","-250,253",52.46
2018-10-05,"44,800","45,500","44,550","44,700","10,544,165","472,928",0.09,"2,022,437","417,896","-2,259,469","-1,694,408","-1,127,541",52.47
2018-10-04,"45,150","45,600","44,700","44,700","11,865,327","533,018",0.09,"3,027,882","1,339,527","-4,555,686","-4,406,920","-1,870,671",52.51
2018-10-02,"46,450","46,700","45,700","45,700","6,607,188","304,304",0.09,"580,979","-449,070","-112,520","-4,004","456,767",52.58
2018-10-01,"46,450","46,800","45,800","46,350","6,354,983","293,933",0.09,"373,221","-809,728","465,061","66,873","795,736",52.58
2018-09-28,"47,250","47,250","46,300","46,450","11,270,515","526,128",0.09,"618,885","920,407","-1,897,680","-1,749,244","300,243",52.57
2018-09-27,"46,950","47,500","46,450","47,500","15,804,586","742,801",0.09,"-718,423","-1,257,388","3,590,159","853,859","-638,748",52.6
2018-09-21,"46,550","47,550","46,550","47,400","14,476,906","682,177",0.1,"-744,514","25,911","274,897","2,621,360","-1,073,674",52.55
2018-09-20,"46,850","47,600","46,400","47,250","13,536,966","638,839",0.11,"-4,638,681","-310,031","4,725,334","3,436,583","667,402",52.54
2018-09-19,"46,000","46,200","45,700","46,150","9,367,454","430,987",0.11,"-1,824,060","-382,583","2,129,045","2,119,608","45,347",52.47
2018-09-18,"44,950","45,900","44,700","45,500","9,987,090","454,870",0.11,"-897,702","-152,329","771,131","186,243","434,636",52.44
2018-09-17,"45,550","45,800","44,900","45,150","8,123,384","367,361",0.11,"1,196,873","-1,901,413","673,527","679,593","-1,532,463",52.42
2018-09-14,"45,000","45,850","44,900","45,850","12,446,344","567,635",0.11,"-3,211,477","576,335","2,508,655","2,835,854","1,956,668",52.41
2018-09-13,"44,550","44,750","44,000","44,050","18,277,942","807,795",0.11,"4,050,036","2,873,555","-8,298,690","-4,947,073","-660,018",52.37
2018-09-12,"44,900","45,100","44,500","44,550","12,995,269","580,626",0.11,"2,245,354","1,280,568","-3,500,069","-737,895","-1,385,753",52.5
2018-09-11,"45,550","45,900","45,050","45,050","9,865,790","447,167",0.11,"423,641","-187,125","-920,398","-256,922","-735,188",52.56
2018-09-10,"45,450","45,550","45,000","45,500","9,979,838","452,310",0.09,"-239,844","-1,461,569","2,156,391","1,831,356","404,956",52.57
2018-09-07,"44,500","45,200","44,400","44,900","18,285,508","819,216",0.09,"5,939,120","1,883,941","-7,363,953","-6,602,381","-2,424,775",52.54
2018-09-06,"46,200","46,400","45,800","46,100","9,040,553","416,318",0.09,"1,026,070","259,891","-668,946","-1,722,528","-510,198",52.65
2018-09-05,"47,300","47,450","46,400","46,600","9,139,998","429,158",0.09,"1,184,413","-1,188,043","-282,410","49,904","335,305",52.66
2018-09-04,"47,550","47,800","47,200","47,650","6,791,255","323,146",0.09,"5,690","-491,897","754,847","1,071,441","387,603",52.67
2018-09-03,"48,200","48,300","47,300","47,450","8,595,084","409,460",0.09,"1,165,161","591,037","-1,846,136","-444,535","16,711",52.66
2018-08-31,"47,100","48,450","47,000","48,450","13,577,454","652,318",0.1,"-2,975,195","-247,271","2,816,696","3,002,342","5,597",52.69
2018-08-30,"46,950","47,950","46,700","47,650","12,193,231","580,259",0.1,"-3,344,490","-1,490,979","4,992,180","4,347,920","1,102,806",52.64
2018-08-29,"46,750","46,800","46,400","46,800","5,572,374","259,964",0.1,"-1,130,285","-239,143","1,375,503","1,087,463","1,114,787",52.56
2018-08-28,"46,800","46,950","46,300","46,550","7,365,976","343,323",0.11,"-648,116","-303,513","793,553","1,048,449","1,267,470",52.54
2018-08-27,"46,100","46,550","46,000","46,300","5,263,782","243,696",0.11,"-528,701","-430,297","952,108","955,668","742,698",52.53
2018-08-24,"45,900","46,400","45,550","46,150","6,582,535","302,213",0.11,"-409,314","-378,222","608,563","438,747","1,034,062",52.52
2018-08-23,"46,150","46,200","45,700","46,200","6,730,918","309,343",0.11,"-286,846","-480,485","761,310","1,020,856","415,699",52.51
2018-08-22,"45,150","46,200","44,900","46,100","11,641,656","532,916",0.11,"-2,069,958","-1,506,140","3,860,573","3,485,435","1,214,069",52.49
2018-08-21,"43,700","44,900","43,700","44,800","9,520,270","423,683",0.11,"-490,099","656,100","-628,744","-389,395","605,499",52.43
2018-08-20,"43,500","44,200","43,500","43,850","7,289,124","319,180",0.11,"1,084,679","215,106","-1,502,825","-1,544,408","147,890",52.44
2018-08-17,"44,050","44,400","44,050","44,100","6,808,747","300,778",0.11,"1,114,499","-1,510,599","424,932","-187,582","-223,664",52.47
2018-08-16,"43,800","44,650","43,700","44,250","10,088,229","445,398",0.11,"1,618,279","180,682","-1,771,462","-2,095,016","-740,747",52.46
2018-08-14,"44,850","45,400","44,850","45,150","6,409,259","289,643",0.11,"-377,735","265,249","157,848","-301,724","157,883",52.49
2018-08-13,"44,950","45,100","44,650","45,050","9,803,831","440,075",0.11,"214,234","368,891","-438,082","-2,356,638","1,688,248",52.49
2018-08-10,"46,150","46,400","44,850","45,400","16,670,643","757,074",0.11,"5,587,500","-4,204,792","-1,589,825","-1,853,961","-866,743",52.49
2018-08-09,"47,000","47,050","46,450","46,900","12,010,886","562,116",0.11,"-181,264","2,295,371","-2,271,476","-1,382,254","1,506,947",52.52
2018-08-08,"47,000","47,000","46,550","46,800","6,429,338","300,496",0.11,"-306,698","-909,721","1,249,125","228,790","1,300,832",52.55
2018-08-07,"46,300","46,750","45,900","46,700","9,058,174","421,267",0.11,"-1,226,872","-1,043,219","2,180,297","934,847","2,393,242",52.53
2018-08-06,"46,150","46,150","45,750","45,800","6,771,979","311,103",0.11,"-927,308","-781,180","1,528,985","87,229","1,568,507",52.5
2018-08-03,"45,850","45,900","45,450","45,750","8,274,944","377,640",0.11,"956,597","-954,176","-155,466","-547,905","797,745",52.48
2018-08-02,"46,550","46,800","45,500","45,550","8,560,924","393,893",0.11,"2,362,475","-2,068,770","-375,326","-390,071","-869,784",52.48
2018-08-01,"46,050","46,850","46,050","46,550","7,484,499","347,629",0.11,"-353,291","-548,766","896,563","269,210","1,381,659",52.48
2018-07-31,"46,200","46,450","46,000","46,250","8,033,607","371,442",0.11,"696,111","393,799","-1,177,172","-907,673","-67,092",52.47
2018-07-30,"46,550","46,800","46,350","46,500","5,723,035","266,138",0.11,"797,996","-979,604","334,382","-24,641","645,995",52.49
2018-07-27,"46,450","47,000","46,450","46,900","4,762,460","222,452",0.11,"-239,247","570,916","185,779","-508,661","587,548",52.48
2018-07-26,"46,100","47,000","46,000","46,900","7,374,946","344,072",0.11,"-1,283,606","305,422","974,286","1,130,996","918,306",52.48
2018-07-25,"46,250","46,550","45,900","46,150","7,222,471","333,206",0.11,"-287,451","1,527,920","-1,141,682","-710,456","504,340",52.46
2018-07-24,"46,350","46,600","45,950","46,150","8,261,363","381,832",0.11,"-328,081","1,228,055","-1,071,964","-760,599","-247,137",52.48
2018-07-23,"47,100","47,200","46,150","46,500","10,823,782","503,027",0.11,"-292,959","1,377,689","-901,638","-1,169,721","-484,301",52.5
2018-07-20,"47,000","47,600","46,700","47,450","10,474,547","493,878",0.12,"-2,222,522","1,060,173","1,187,658","944,617","-234,294",52.51
2018-07-19,"47,050","47,200","46,600","46,900","9,880,128","464,089",0.12,"-1,523,285","821,452","923,576","863,303","-817,617",52.49
2018-07-18,"46,700","47,200","46,450","46,550","10,952,645","511,712",0.12,"-1,257,603","-634,474","1,414,710","692,009","2,278,981",52.48
2018-07-17,"46,150","46,200","45,600","45,850","8,892,953","408,292",0.12,"442,234","467,924","-1,365,106","-1,319,711","-246,026",52.46
2018-07-16,"46,800","46,800","46,000","46,050","7,678,719","356,079",0.12,"1,372,886","-612,802","-723,187","-810,208","533,107",52.48
2018-07-13,"45,800","46,500","45,750","46,500","11,543,389","533,402",0.12,"-626,074","501,088","112,236","1,160,013","477,441",52.49
2018-07-12,"45,900","46,250","45,450","45,500","11,828,104","541,037",0.12,"769,909","-455,559","-577,640","46,181","-135,946",52.49
2018-07-11,"46,400","46,450","45,400","46,000","11,224,077","515,224",0.11,"478,158","-1,072,892","-220,628","75,947","-1,603,647",52.5
2018-07-10,"46,200","46,550","46,100","46,300","10,528,665","487,991",0.12,"-357,316","-566,603","1,260,679","34,392","-136,123",52.5
2018-07-09,"45,500","46,100","45,200","45,600","11,602,464","529,092",0.11,"-766,726","1,297,075","-901,168","-1,194,549","-306,314",52.48
2018-07-06,"45,500","45,850","44,650","44,900","17,843,706","803,678",0.11,"4,932,277","-247,459","-5,545,086","-3,468,940","-2,641,430",52.5
2018-07-05,"46,100","46,550","45,600","45,950","7,039,773","323,468",0.12,"736,942","541,984","-1,461,946","-911,567","-646,880",52.58
2018-07-04,"46,700","47,050","46,050","46,250","8,776,763","408,110",0.12,"-161,092","-100,029","514,860","1,322,348","-1,422,367",52.61
2018-07-03,"45,750","46,450","45,750","46,150","10,959,655","505,688",0.12,"-706,164","-47,120","830,678","2,056,950","-993,654",52.6
2018-07-02,"46,500","47,150","45,500","45,550","13,112,253","606,566",0.11,"1,513,353","-386,802","-1,985,718","1,077,389","-2,503,535",52.58
2018-06-29,"46,250","47,150","46,200","46,650","14,099,635","657,785",0.11,"874,750","-1,372,038","-565,523","557,685","-1,494,735",52.62
2018-06-28,"46,850","47,150","46,600","46,800","12,784,800","598,306",0.11,"2,341,262","764,241","-4,085,893","-1,328,092","-2,579,244",52.62
2018-06-27,"47,450","48,500","47,000","47,950","15,274,752","728,041",0.12,"-1,526,298","-486,406","2,278,463","2,450,616","-4,209",52.69
2018-06-26,"45,900","47,300","45,900","47,000","11,223,166","523,396",0.11,"-652,123","2,042,042","-402,062","-1,386,346","-432,950",52.65
2018-06-25,"47,050","47,050","46,150","46,650","10,587,711","493,006",0.11,"1,107,614","-46,631","-1,829,710","-1,417,659","-556,158",52.66
2018-06-22,"47,000","47,250","46,200","47,250","10,298,006","481,759",0.11,"920,245","-392,974","-903,714","-814,237","-496,065",52.69
2018-06-21,"47,900","47,900","47,050","47,050","10,015,541","474,358",0.11,"1,322,950","-1,251,387","100,580","151,160","-1,208,430",52.7
2018-06-20,"47,450","47,600","46,850","47,000","12,959,316","611,840",0.11,"1,054,648","224,445","-2,216,070","-1,523,803","-1,119,455",52.7
2018-06-19,"47,200","47,350","46,500","47,000","15,217,971","715,277",0.11,"-400,793","1,060,321","-993,865","-1,613,326","-801,359",52.73
2018-06-18,"47,600","47,650","46,200","46,600","16,661,870","776,902",0.11,"1,481,911","2,764,748","-3,285,777","-4,362,454","-1,554,769",52.75
2018-06-15,"48,500","48,700","47,650","47,650","17,080,892","819,653",0.11,"3,611,111","1,424,010","-5,836,461","-5,879,847","-3,933,277",52.8
2018-06-14,"49,000","49,000","48,200","48,200","20,971,729","1,015,091",0.11,"5,560,679","990,562","-6,006,735","-6,896,701","-1,639,134",52.89
2018-06-12,"49,700","49,800","49,250","49,400","12,110,569","598,929",0.11,"2,198,271","-606,408","-1,393,182","-2,648,047","-108,693",52.99
2018-06-11,"49,750","50,300","49,350","49,900","10,571,312","526,740",0.11,"875,722","706,218","-2,063,376","-1,475,526","798,615",53.01
2018-06-08,"50,200","50,400","49,600","49,650","16,951,706","845,303",0.11,"7,356,977","-5,642,790","-2,042,304","-912,293","-757,713",53.04
2018-06-07,"51,800","51,800","50,500","50,600","13,590,016","692,916",0.11,"1,695,867","-913,940","-1,109,373","-837,033","1,246,771",53.07
2018-06-05,"51,100","51,400","50,400","51,300","9,144,100","465,525",0.11,"-127,044","-962,124","1,126,442","208,432","1,173,108",53.09
2018-06-04,"50,800","51,200","50,700","51,100","9,767,171","498,094",0.11,"-616,998","-439,052","1,042,664","655,277","2,203,320",53.07
2018-06-01,"50,500","51,700","49,950","51,300","13,038,499","665,063",0.11,"-1,778,717","-540,644","1,508,213","2,817,147","1,911,722",53.05
2018-05-31,"50,400","50,800","49,850","50,700","63,491,109","3,160,206",0.1,"406,455","-23,615,581","22,741,665","-5,952,862","2,170,673",53.03
2018-05-30,"51,300","51,500","49,100","49,500","20,498,098","1,026,413",0.1,"8,279,229","-3,692,779","-4,930,650","-4,404,629","-3,447,819",52.68
2018-05-29,"52,200","52,500","51,300","51,300","8,480,437","437,715",0.1,"1,511,572","-1,278,312","-427,571","-448,223","-1,075,647",52.75
2018-05-28,"52,500","53,000","52,000","52,300","9,787,820","513,194",0.11,"-391,647","310,922","278,107","830,631","318,269",52.76
2018-05-25,"51,000","52,800","50,800","52,700","15,207,266","795,151",0.11,"-4,850,610","743,664","4,290,201","3,501,833","2,423,102",52.76
2018-05-24,"52,000","52,000","51,100","51,400","8,289,275","426,264",0.12,"610,552","-1,620,133","-748,526","102,753","-450,588",52.69
2018-05-23,"50,600","52,000","50,400","51,800","17,095,490","878,627",0.12,"-1,694,629","532,182","642,139","843,548","-721,654",52.7
2018-05-21,"49,650","50,200","49,100","50,000","9,020,998","449,245",0.12,"-702,126","356,815","-189,515","-704,624","-598,474",52.69
2018-05-18,"49,900","49,900","49,350","49,500","6,706,570","332,487",0.12,"422,922","112,622","-718,394","-622,563","-1,030,440",52.69
2018-05-17,"50,300","50,500","49,400","49,400","10,365,440","515,599",0.12,"1,566,167","751,607","-2,277,355","-2,040,911","-1,138,711",52.7
2018-05-16,"49,200","50,200","49,150","49,850","15,918,683","792,346",0.11,"-1,359,291","1,329,444","1,418,447","326,775","1,395,579",52.74
2018-05-15,"50,200","50,400","49,100","49,200","18,709,146","925,775",0.11,"3,030,319","-1,856,711","-1,129,726","-2,078,382","508,595",52.72
2018-05-14,"51,000","51,100","49,900","50,100","14,909,272","749,532",0.11,"3,101,133","-990,390","-2,301,459","-2,560,909","-32,588",52.74
2018-05-11,"52,000","52,200","51,200","51,300","10,314,997","533,765",0.11,"-45,114","-495,810","213,378","-689,886","847,176",52.77
2018-05-10,"51,700","51,700","50,600","51,600","13,905,263","712,206",0.11,"454,294","224,160","-1,013,639","-864,212","-721,609",52.77
2018-05-09,"52,600","52,800","50,900","50,900","16,128,305","831,372",0.12,"3,312,625","-1,198,028","-1,598,061","-2,091,271","-663,462",52.78
2018-05-08,"52,600","53,200","51,900","52,600","23,104,720","1,218,273",0.13,"-957,475","-1,049,663","1,451,667","2,726,501","-1,441,124",52.81
2018-05-04,"53,000","53,900","51,800","51,900","39,565,391","2,078,018",0.13,"12,462,154","-11,260,560","-1,223,630","-1,144,917","42,607",52.79
